Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,86.0183562103337,0.16872188531100185,60.22805985021024
LightGBM,Test,168.84470010357234,-0.05445394798043046,85.89985452061147
LightGBM,All,117.73364524146609,0.05432132704729098,68.08677250441471
RandomForest,Train,80.32296995018977,0.2751576075662784,52.81630599885139
RandomForest,Test,166.25905330467964,-0.02240592502155092,84.63314921927271
RandomForest,All,113.74798452052279,0.11726604203740476,62.55615596428651
