Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,155.5371661007556,0.14617546104640555,56.68459748515207
LightGBM,Test,189.6765952244816,-0.16762204386139135,61.59152859700776
LightGBM,All,163.02983360010023,0.09319036052428553,57.678406317932954
RandomForest,Train,153.36476412519426,0.16985978974902516,61.62817664434856
RandomForest,Test,182.86902097223884,-0.08531317386296378,62.89529279957249
RandomForest,All,159.78088502924754,0.12897303033071872,61.8848077643939
