Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,59.35345134981338,-0.08452914462098393,61.5085227687294
LightGBM,Test,59.73672385013235,-0.008724020873150495,69.73749595835214
LightGBM,All,59.46985538083292,-0.05208771023109238,64.00215100800902
RandomForest,Train,59.00163138797524,-0.07171007039761323,63.33808164998027
RandomForest,Test,59.629299754873365,-0.005099321501919052,72.43053179326049
RandomForest,All,59.19253677893476,-0.04229844075118128,66.09336957218653
