Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,185.99874487885162,0.04115165276270094,67.95140365467236
LightGBM,Test,176.41276769577496,-0.3211344363856248,86.57934078700745
LightGBM,All,184.08949697108153,-0.0006595497457537736,71.74013663074051
RandomForest,Train,175.27619558056634,0.14851740878417774,59.77285335438594
RandomForest,Test,171.5444586745207,-0.24922415570277057,86.67861525121293
RandomForest,All,174.52366253394456,0.10063297694586715,65.24521170628296
