feature,importance
seats_rate_count,0.09870762156970585
AVG_MONTHLY_POPULATION,0.08697010121379797
RATING_CNT,0.08380924467189196
rate_count,0.08246014209002926
NUM_SEATS,0.08141028285181273
NEAREST_STATION_INFO_count,0.07737111440554185
RATING_SCORE,0.06809491921091723
AGE_RESTAURANT,0.05855837016938191
CITY_count,0.05594602243865366
DISTANCE_VALUE,0.049552733249002556
DINNER_PRICE,0.04929087408848201
LUNCH_PRICE,0.03322849965982666
cuisine_cluster_id,0.021077155156092563
cuisine_cluster_median_log,0.02073327440311489
HOLIDAY,0.016616666463629103
HOME_PAGE_URL,0.013368233362315867
IS_FRIEND_FRIENDLY,0.011871625549973399
IS_ALONE_FRIENDLY,0.011628034745929034
LUNCH_INFO,0.010867918604761714
CUISINE_CAT_1_foreign ethnic cuisine,0.0096380684966672
