feature,importance
seats_rate_count,0.14987096040111028
cuisine_cluster_median_log,0.14237808435538224
cuisine_cluster_id,0.11095315178960852
RATING_CNT,0.0921680798350638
NUM_SEATS,0.09135233195425288
NEAREST_STATION_INFO_count,0.07141837147418889
AVG_MONTHLY_POPULATION,0.06530575649825916
DISTANCE_VALUE,0.05347827175113424
RATING_SCORE,0.04395756018342051
AGE_RESTAURANT,0.040345035343947476
rate_count,0.03561211656350109
LUNCH_PRICE,0.03408864126244359
DINNER_PRICE,0.01554796154185431
CITY_count,0.014670512985091385
IS_FAMILY_FRIENDLY,0.011788037474839993
CUISINE_CAT_1_japanese cuisine,0.009825844150995708
HOLIDAY,0.004848548720605096
LUNCH_INFO,0.0043565466299117965
HOME_PAGE_URL,0.003428403686343797
IS_FRIEND_FRIENDLY,0.00323756787944387
