Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,104.79148904818496,0.15117043511359463,57.11654293862145
LightGBM,Test,186.02539474454733,0.050457837326472244,69.25898625747503
LightGBM,All,125.69545666523985,0.1101987819845397,59.59296229970343
RandomForest,Train,83.24951614667374,0.46428733892961993,38.04559366549724
RandomForest,Test,185.61138407416766,0.054679660171055855,74.95241843098968
RandomForest,All,111.99704758247515,0.2935734976680485,45.57264345319636
