Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,136.65225178318778,0.06988107365926577,61.31343851384884
LightGBM,Test,128.0003949092327,0.009357251316676307,70.54579931538882
LightGBM,All,134.96625709160236,0.06006461814828579,63.15991067415684
RandomForest,Train,130.4705020484252,0.15212942453163036,54.89893389041006
RandomForest,Test,128.23115135709074,0.005782211457096231,71.94569588637563
RandomForest,All,130.02571730041535,0.12761918476683376,58.30828628960313
