Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,79.81094439049188,0.036146326019640296,52.22409897461765
LightGBM,Test,105.82841347359178,0.07653613466373954,56.15331519857545
LightGBM,All,85.86847743338475,0.0492736151264207,53.0405594886868
RandomForest,Train,75.95111816929492,0.12711998218716003,43.23451354504528
RandomForest,Test,112.02374726393137,-0.03475022017077323,52.3964735661721
RandomForest,All,84.72047488906345,0.07452480076343093,45.138297445539166
