Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,33.24927626951208,0.20924579847341718,31.9316409032906
LightGBM,Test,40.40708222582888,0.14994934549724737,26.160253027426617
LightGBM,All,35.60527027544425,0.1892335808813871,30.155829249178613
RandomForest,Train,23.01443161678476,0.6211409879671692,16.685857648176153
RandomForest,Test,31.546066865118295,0.48189204279609565,19.97720420331884
RandomForest,All,25.940158801522976,0.5696592823532506,17.69857966514309
