Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,152.01632484146157,-0.07854962059949333,61.98245481492059
LightGBM,Test,91.46109435171354,-0.26344962203556577,48.09949917140979
LightGBM,All,135.37791516341923,-0.10242459699400075,57.47987460621437
RandomForest,Train,137.5985783274973,0.11633517807940696,42.90816857530287
RandomForest,Test,92.16543807167507,-0.2829842535151532,41.9939166561828
RandomForest,All,124.69073467855029,0.06476313183097027,42.61165443937216
