Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,148.34882668069744,-0.09322688424725922,79.41519078948392
LightGBM,Test,88.00823763064031,-0.20627740444651366,58.485630407396314
LightGBM,All,137.59096270346265,-0.10182261167730755,74.90097188354345
RandomForest,Train,133.3138489111387,0.11713844404534624,57.93174505685188
RandomForest,Test,88.97347907902285,-0.23288250534451227,52.53767959428377
RandomForest,All,125.08682257158033,0.0893426783699468,56.76831917276858
