Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,108.80488554645271,-0.037723115431045784,59.13182594765767
LightGBM,Test,171.36073687957523,-0.1315400325079954,76.48240219293055
LightGBM,All,124.40247029122561,-0.058258017310932164,62.73288894195959
RandomForest,Train,105.6171502757578,0.022191994531835846,51.91555456686856
RandomForest,Test,170.87151318535751,-0.12508830975034635,79.79912699164964
RandomForest,All,122.0637844673776,-0.018842892372837428,57.70271110786085
