feature,importance
seats_rate_count,586.6132884323597
RATING_CNT,413.3948937654495
AVG_MONTHLY_POPULATION,322.68924248218536
rate_count,221.02143532037735
RATING_SCORE,194.58334016799927
NUM_SEATS,168.1416494846344
AGE_RESTAURANT,112.3627170920372
NEAREST_STATION_INFO_count,110.83571105450392
CITY_count,102.66135966777802
HOME_PAGE_URL,92.53590106964111
DISTANCE_VALUE,87.18151009082794
IS_FRIEND_FRIENDLY,61.31064033508301
DINNER_PRICE,48.25388848781586
IS_FAMILY_FRIENDLY,20.41518986225128
LUNCH_PRICE,15.977570056915283
CUISINE_CAT_1_japanese cuisine,5.702209949493408
LUNCH_INFO,3.179539918899536
PHONE_NUM,0.0
HOLIDAY,0.0
IS_ALONE_FRIENDLY,0.0
