feature,importance
NEAREST_STATION_INFO_count,0.10245012400451545
seats_rate_count,0.10006063555645486
RATING_CNT,0.09872983618495085
rate_count,0.09459306235499824
NUM_SEATS,0.06394218892114756
AVG_MONTHLY_POPULATION,0.0633734798928945
RATING_SCORE,0.061045801645222435
CITY_count,0.04772467828799476
DISTANCE_VALUE,0.044622935707503565
DINNER_PRICE,0.041268047545313394
AGE_RESTAURANT,0.04040316480109678
cuisine_cluster_id,0.04027143258515349
cuisine_cluster_median_log,0.03855934688410158
HOLIDAY,0.026153715114776703
LUNCH_PRICE,0.025390534895503147
PHONE_NUM,0.016088944236724585
IS_ALONE_FRIENDLY,0.013850948265585899
HOME_PAGE_URL,0.013626190073355863
LUNCH_INFO,0.012017633105034897
IS_FAMILY_FRIENDLY,0.008866786594546238
