Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,86.34105018936603,-0.07847793184496488,61.789775617463036
LightGBM,Test,22.23711370975918,-0.11129353120226604,50.97374761555036
LightGBM,All,73.25770015025086,-0.038996154304795194,58.54496721688922
RandomForest,Train,86.58292377745748,-0.08452883586264726,59.861023370934255
RandomForest,Test,21.95361787279897,-0.0831389008434329,49.458708370093696
RandomForest,All,73.43167085262716,-0.04393678216068797,56.74032887068201
