cluster_id,count,percentage,AVG_MONTHLY_POPULATION_mean,NUM_SEATS_mean,DINNER_PRICE_mean,IS_FAMILY_FRIENDLY_mean,cuisine_cluster_id_mean,target_mean,target_median,target_std
0,1,0.010376673238559718,1729.32341191666,15.0,150000.0,0.0,0.0,33.5,33.5,
1,337,3.496938881394625,4207.76727442,42.80118694362018,16902.258902077152,0.5637982195845698,2.28486646884273,109.31379821958446,50.4166666666666,146.95369067855725
2,3990,41.40292622185328,4048.8749153361964,32.8468671679198,3150.8493107769423,0.0,1.400250626566416,100.07282790309095,51.29166666666665,130.13528622260645
3,2915,30.248002490401575,4187.220669912557,41.22401372212693,3590.0270583190395,1.0,1.3475128644939967,112.07072612921658,58.8333333333333,146.22076600818758
4,707,7.33630797966172,18243.532843267087,45.65346534653465,3275.941301272984,0.5473833097595474,1.5629420084865628,162.6270627062705,75.75,201.49986034653452
5,383,3.974265850368372,6077.414125664592,150.2532637075718,4865.607049608355,0.7519582245430809,1.4934725848563968,170.49738903394243,93.5833333333333,188.7485671204516
6,1304,13.53118190308187,4488.86090070498,39.782208588957054,4592.4079754601225,0.5782208588957055,3.9938650306748467,169.52818251533728,100.25,185.67595551932462
