Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,96.90568391448775,-0.07059985203374963,64.62732694603902
LightGBM,Test,111.55616461385627,-0.048288259209020135,66.84362797142367
LightGBM,All,100.00762387247508,-0.06489432160924569,65.07058715111594
RandomForest,Train,92.52230479369578,0.02406349587105494,57.241024464245484
RandomForest,Test,111.13825736070092,-0.04044885928138653,68.32855967148899
RandomForest,All,96.53312362761659,0.0078141882057291,59.458531505694225
