Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,172.77787496184163,-0.0356257829641784,75.04721860261539
LightGBM,Test,118.12671504448693,-0.053614503905786925,92.34547506623392
LightGBM,All,163.05634026746552,-0.03418532586094947,78.59953912639419
RandomForest,Train,137.96900744241867,0.33962643857232366,44.84931553644496
RandomForest,Test,113.26317937398136,0.03135869732342378,90.24684586976939
RandomForest,All,133.26971121119354,0.3091465934296498,54.172022658466965
