Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,145.78906801626255,0.12419142721292364,69.13506950215036
LightGBM,Test,147.5394660022852,0.0565203078811769,77.61172760237687
LightGBM,All,146.47358853399783,0.10717671858940137,71.25500773231214
RandomForest,Train,129.63763411659238,0.3074973083791961,49.256177254252016
RandomForest,Test,149.33897037139982,0.0333651523991767,78.1702609856934
RandomForest,All,136.89766196667065,0.2200999914433045,58.19219814637242
