feature,importance
seats_rate_count,0.1145392861319438
AVG_MONTHLY_POPULATION,0.11205729918749631
rate_count,0.08744854129853102
NUM_SEATS,0.08486161347225922
RATING_CNT,0.08055473447502158
NEAREST_STATION_INFO_count,0.07423222442953228
AGE_RESTAURANT,0.06306329032456935
RATING_SCORE,0.05874201609294504
CITY_count,0.05861533432448838
DISTANCE_VALUE,0.05664318674730743
DINNER_PRICE,0.03777753078684357
LUNCH_PRICE,0.028233023138124435
cuisine_cluster_median_log,0.019714030652852366
HOME_PAGE_URL,0.01785043467327902
cuisine_cluster_id,0.016890335692729515
HOLIDAY,0.014974008515975763
LUNCH_INFO,0.014164450544275882
IS_ALONE_FRIENDLY,0.01311190811544355
IS_FRIEND_FRIENDLY,0.01086097468712644
CUISINE_CAT_1_izakaya,0.008471167326418179
