Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,182.72549012880165,-0.045233714676842895,61.595082380632135
LightGBM,Test,73.22988610545733,0.044058086112946815,64.73029661897144
LightGBM,All,166.37189390205532,-0.03466775733227334,62.23373713288643
RandomForest,Train,149.07281633238185,0.30431594174046717,51.98024352206385
RandomForest,Test,56.472350528734886,0.43150517484223905,62.66223937238616
RandomForest,All,135.44553959509648,0.3142427462247135,54.15620563972213
