Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,52.89806634607577,0.0971413745821409,46.02447470227555
LightGBM,Test,48.8771919468297,0.005464589655567731,50.68968413145725
LightGBM,All,52.103465255999694,0.0835888182863822,46.97563390628346
RandomForest,Train,52.838250545619275,0.09918207970581105,40.26551169940115
RandomForest,Test,49.49987621724746,-0.020037133517051275,51.125386525492985
RandomForest,All,52.17494951455295,0.08107252069954596,42.47966093578884
