Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,103.42364905630373,-0.07813400197164966,64.86153981749207
LightGBM,Test,177.77040987770732,-0.10674125369509424,57.52035101125655
LightGBM,All,131.7130141561981,-0.08342680001332714,62.52570701550805
RandomForest,Train,79.02553398753085,0.37054033297208155,37.93960075842484
RandomForest,Test,171.05222651131345,-0.024671399000125716,57.888710296563474
RandomForest,All,116.48011431757153,0.15268328485548388,44.28704470237804
