Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,137.54075812663046,0.20109525574194564,61.626250784948034
LightGBM,Test,154.6396357111669,0.058993190798788286,75.12889130675848
LightGBM,All,141.12783665083086,0.17120919807340207,64.32789990554272
RandomForest,Train,123.40674624854762,0.35685340285407574,44.75296758792212
RandomForest,Test,156.36315214469568,0.03790055562720451,75.52339256465443
RandomForest,All,130.66759900082613,0.28951424298025763,50.90959258283972
