Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,205.19097885319854,-0.05152030539179919,84.89204892338608
LightGBM,Test,112.0242909334705,-0.07139453140764629,77.1203650675055
LightGBM,All,182.06485583143044,-0.039076279629916,82.53699320948289
RandomForest,Train,204.50972397208378,-0.044549588046150834,78.75329329402035
RandomForest,Test,108.54375547369885,-0.005853438765087482,77.6456589269606
RandomForest,All,180.8879356835719,-0.025685917378376555,78.41764651612348
