Model,Dataset,RMSE,R2,MAPE
LightGBM,Train,136.901689033601,0.2541760530315089,59.109087605139024
LightGBM,Test,159.9808354047016,0.14097267782155032,70.38308478057348
LightGBM,All,141.97159916468763,0.2277372870134169,61.43546797467311
RandomForest,Train,126.01177936507803,0.3681107030998215,48.8504829655362
RandomForest,Test,157.5613934846367,0.1667589015590243,60.63863977682883
RandomForest,All,133.13563511472782,0.320873391458694,51.28295976786642
